!exclamation-point	ɛksklʌmeɪʃʌnpɔɪnt
"close-quote	kloʊzkwoʊt
"double-quote	dʌbʌlkwoʊt
aviles	ɑvilɛs
avilez	ɑvilɛz
avilla	ʌvɪlʌ
avina	ɑvinʌ
avinger	eɪvɪŋəɹ
avionic	eɪviɑnɪk
avionics	eɪviɑnɪks
avions	eɪviʌnz
avis	eɪvɪs
avitabile	ɑvitɑbʌl
avital	ʌvitʌl
avitia	ɑviʃʌ
aviv	ɑviv
aviv's	ɑvivz
avmark	ævmɑɹk
avner	ævnəɹ
avnet	ævnɛt
avocado	ævʌkɑdoʊ
avocados	ævʌkɑdoʊz
avocation	ævʌkeɪʃʌn
avocet	ævʌsɛt
avodon	ævʌdɑn
avoid	ʌvɔɪd
avoidable	ʌvɔɪdʌbʌl
avoidance	ʌvɔɪdʌns
avoided	ʌvɔɪdʌd
avoided(1)	ʌvɔɪdɪd
avoiding	ʌvɔɪdɪŋ
avoids	ʌvɔɪdz
avolio	ʌvoʊlioʊ
avon	eɪvɑn
avon's	ævʌnz
avondale	ævʌndeɪl
avow	ʌvaʊ
avowed	ʌvaʊd
avowedly	ʌvaʊʌdli
avraham	eɪvɹʌhæm
avraham(1)	ɑvɹʌhɑm
avram	eɪvɹʌm
avrett	ævɹɛt
avril	ævɹɪl
avril(1)	eɪvɹʌl
avrim	ɑvɹim
avtex	ævtɛks
avtex's	ævtɛksɪz
avtovaz	ævtoʊvæz
avuncular	ʌvʌŋkjʌləɹ
aw	ɔ
awacs	eɪwæks
awad	ʌwɑd
await	ʌweɪt
awaited	ʌweɪtʌd
awaited(1)	ʌweɪtɪd
awaiting	ʌweɪtɪŋ
awaits	ʌweɪts
awake	ʌweɪk
awaken	ʌweɪkʌn
awakened	ʌweɪkʌnd
awakening	ʌweɪkʌnɪŋ
awakens	ʌweɪkʌnz
awalt	ɑvʌlt
awan	eɪwʌn
award	ʌwɔɹd
awarded	ʌwɔɹdʌd
awarded(1)	ʌwɔɹdɪd
awarding	ʌwɔɹdɪŋ
awards	ʌwɔɹdz
aware	ʌwɛɹ
awareness	ʌwɛɹnʌs
awash	ʌwɑʃ
away	ʌweɪ
aways	eɪweɪz
awb	ɑwb
awb(1)	eɪdʌbʌljubi
awb(2)	eɪdʌbʌjubi
awbrey	ɔbɹi
awe	ɑ
awe(1)	ɔ
awed	ɔd
aweida	ʌweɪdʌ
aweida(1)	ʌwaɪdʌ
awesome	ɑsʌm
awesome(1)	ɔsʌm
awesomely	ɑsʌmli
awesomely(1)	ɔsʌmli
awestruck	ɑstɹʌk
awful	ɑfʌl
awful(1)	ɔfʌl
awfully	ɑfli
awfully(1)	ɔfʌli
awfulness	ɔfʌlnʌs
awhile	ʌwaɪl
awkward	ɑkwəɹd
awkward(1)	ɔkwəɹd
awkwardly	ɔkwəɹdli
awkwardness	ɔkwəɹdnʌs
awning	ɑnɪŋ
awoke	ʌwoʊk
awry	əɹaɪ
awtrey	ɔtɹi
ax	æks
axa	æksʌ
axa's	æksʌz
axe	æks
axed	ækst
axel	æksʌl
axelrad	æksɛlɹʌd
axelrod	æksʌlɹɑd
axelsen	æksɛlsʌn
axelson	æksɪlsʌn
axes	æksɪz
axes(1)	æksiz
axford	æksfɔɹd
axial	æksiʌl
axid	æksɪd
axilrod	æksɪlɹɑd
axiom	æksiʌm
axiomatic	æksiʌmætɪk
axioms	æksiʌmz
axis	æksʌs
axle	æksʌl
axles	æksʌlz
axley	æksli
axline	ækslaɪn
axlon	ækslɑn
axon	æksɑn
axons	æksɑnz
axsom	æksʌm
axt	ækst
axtell	ækstɛl
axtman	ækstmʌn
axton	ækstʌn
ay	eɪ
ay(1)	aɪ
ayacucho	aɪʌkʌt͡ʃoʊ
ayako	ʌjɑkoʊ
ayala	ʌjɑlʌ
ayars	eɪəɹz
ayatollah	aɪʌtoʊlʌ
ayatollah's	aɪʌtoʊlʌz
ayatollahs	aɪʌtɑlɑz
aybar	eɪbəɹ
aycock	eɪkʌk
aydar	aɪdɑɹ
aydar(1)	eɪdɑɹ
aydelott	eɪdɪlɑt
aydelotte	eɪdʌlɑt
aydin	eɪdɪn
aydt	eɪt
aye	aɪ
ayende	ʌjɛndi
ayende(1)	ʌjɛndeɪ
ayer	aɪəɹ
ayer(1)	eɪəɹ
ayer's	ɛɹz
ayer's(1)	eɪɹz
ayers	aɪəɹz
ayers(1)	eɪəɹz
ayerst	eɪəɹst
ayerst(1)	ɛɹʌst
ayes	aɪz
aygen	aɪɡʌn
aygen(1)	eɪɡʌn
aykroyd	eɪkɹɔɪd
aykroyd(1)	aɪkɹɔɪd
ayler	eɪləɹ
ayles	eɪlz
aylesworth	eɪlzwəɹθ
aylesworth(1)	eɪʌlzwəɹθ
ayling	eɪlɪŋ
aylmer	eɪlməɹ
aylor	eɪləɹ
aylsworth	eɪlswəɹθ
aylward	eɪlwəɹd
aylwin	eɪlwɪn
aylwin(1)	aɪlwɪn
aylworth	eɪlwəɹθ
aymond	eɪmʌnd
ayn	eɪn
aynes	eɪnz
ayo	eɪoʊ
ayodhya	aɪɑdjʌ
ayon	eɪɔn
ayotte	eɪɔt
ayoub	eɪaʊb
ayr	eɪɹ
ayre	ɛɹ
ayres	ɛɹz
ayscue	eɪskju
aytes	eɪts
ayuso	aɪusoʊ
ayyad	aɪɑd
ayyad(1)	aɪæd
ayyad's	aɪɑdz
ayyad's(1)	aɪædz
ayyash	aɪjæʃ
azactam	ʌzæktæm
azalea	ʌzeɪljʌ
azaleas	ʌzeɪljʌz
azalia	ɑzɑliʌ
azar	ɑzɑɹ
azarow	æzəɹoʊ
azbell	æzbɛl
azbill	ɑzbil
azcarraga	æzkɑɹɑɡʌ
azcona	æzkoʊnʌ
azcuenaga	æzkweɪnɑɡʌ
azelia	ɑzɛliʌ
azerbaijan	ɑzəɹbaɪd͡ʒɑn
azerbaijan(1)	æzəɹbaɪd͡ʒɑn
azerbaijan's	ɑzəɹbaɪd͡ʒɑnz
azerbaijan's(1)	æzəɹbaɪd͡ʒɑnz
azerbaijani	ɑzəɹbaɪd͡ʒɑni
azerbaijani(1)	æzəɹbaɪd͡ʒɑni
azerbaijanis	ɑzəɹbaɪd͡ʒɑniz
azerbaijanis(1)	æzəɹbaɪd͡ʒɑniz
azeri	ʌzɛɹi
azevedo	ɑzeɪveɪdoʊ
azhar	ʌzɑɹ
azhar's	ʌzɑɹz
azides	æzaɪdz
azidothymidine	ʌzɪdʌθaɪmʌdin
azidothymidine(1)	ʌzɪdʌθaɪmʌdaɪn
azidothymidine(2)	eɪzaɪdʌθaɪmʌdin
azidothymidine(3)	eɪzaɪdʌθaɪmʌdaɪn
azinger	eɪzɪŋəɹ
aziz	ʌziz
azmeer	æzmɪɹ
azoff	æzɔf
azores	ʌzɔɹz
azpurua	æzpjʊɹuʌ
aztar	æztəɹ
aztec	æztɛk
azteca	æztɛkʌ
aztecs	æztɛks
azuka	ʌzukʌ
azura	ʌzʊɹʌ
azure	æʒəɹ
azzara	ɑtsɑɹʌ
azzarello	ɑtsɑɹɛloʊ
azzaro	ɑtsɑɹoʊ
azzato	ʌzɑtoʊ
azzopardi	ɑtsoʊpɑɹdi
b	bi
b'gosh	bʌɡɔʃ
b'nai	bʌneɪ
b'rith	bɹɪθ
b's	biz
b-j	bid͡ʒeɪ
b-j's	bid͡ʒeɪz
b.	bi
b.'s	biz
b.s	biz
ba'ath	bɑθ
ba'ath(1)	bʌɑθ
baab	bɑb
baack	bɑk
baade	bɑd
baalbek	bɑlbɛk
baalbeq	bɑlbɛk
baar	bɑɹ
baars	bɑɹz
baas	bɑz
baasch	bɑʃ
baatz	bɑts
bab	bæb
baba	bʌbʌ
baba(1)	bɑbʌ
baba's	bʌbʌz
baba's(1)	bɑbʌz
babangida	bʌbɑŋɡɪdʌ
babangida(1)	bʌbæŋɡɪdʌ
babar	bɑbɑɹ
babar's	bɑbɑɹz
babb	bæb
babbage	bæbɪd͡ʒ
babbage's	bæbɪd͡ʒɪz
babbington	bæbɪnɡtʌn
babbio	bæbioʊ
babbit	bæbɪt
babbit's	bæbɪts
babbitt	bæbɪt
babbitt's	bæbʌts
babbitts	bæbʌts
babble	bæbʌl
babbled	bæbʌld
babbler	bæbləɹ
babblers	bæbləɹz
babbling	bæbʌlɪŋ
babbling(1)	bæblɪŋ
babbs	bæbz
babcock	bæbkɔk
babe	beɪb
babel	bæbʌl
baber	beɪbəɹ
babers	beɪbəɹz
babes	beɪbz
babette	bʌbɛt
babiak	bɑbiæk
babiarz	bʌbiəɹz
babic	bɑbɪk
babich	bæbɪt͡ʃ
babies	beɪbiz
babies'	beɪbiz
babik	bɑbɪk
babin	bæbɪn
babineau	bæbɪnoʊ
babineaux	bæbɪnoʊ
babington	bæbɪŋtʌn
babino	bɑbinoʊ
babinski	bʌbɪnski
babish	bæbɪʃ
babita	bɑbitʌ
babka	bæbkʌ
babler	beɪbʌləɹ
baboon	bʌbun
baboon's	bæbunz
baboon's(1)	bʌbunz
baboons	bæbunz
baboons(1)	bʌbunz
babs	bæbz
babson	bæbsʌn
babu	bɑbu
babula	bɑbulʌ
babushka	bʌbʊʃkʌ
babushkas	bʌbʊʃkʌz
baby	beɪbi
baby's	beɪbiz
baby-sit	beɪbisɪt
baby-sitter	beɪbisɪtəɹ
baby-sitters	beɪbisɪtəɹz
babyak	bæbiæk
babyhood	beɪbihʊd
babyish	beɪbiɪʃ
babylon	bæbʌlɑn
babylonian	bæbʌloʊniʌn
babylonians	bæbʌloʊniʌnz
babysat	beɪbisæt
babysit	beɪbisɪt
babysitter	beɪbisɪtəɹ
babysitters	beɪbisɪtəɹz
babysitting	beɪbisɪtɪŋ
baca	bækʌ
bacall	bʌkɔl
bacardi	bʌkɑɹdi
baccalaureate	bækʌlɔɹiʌt
baccarat	bɑkəɹɑ
baccari	bɑkɑɹi
bacchanal	bʌkeɪnʌl
bacchanal(1)	bækɪnʌl
bacchanalia	bækʌneɪljʌ
bacchi	bæki
bacchus	bækɪs
bacci	bɑt͡ʃi
baccus	bækʌs
bach	bɑk
bacha	bæt͡ʃʌ
bachailian	bʌkeɪliʌn
bachand	bæt͡ʃʌnd
bachar	bɑkəɹ
bacharach	bækəɹæk
bache	bæt͡ʃ
bache(1)	beɪt͡ʃ
bache's	bæt͡ʃɪz
bache's(1)	beɪt͡ʃɪz
bachelder	bɑkɛldəɹ
bacheller	bɑkʌləɹ
bachelor	bæt͡ʃʌləɹ
bachelor(1)	bæt͡ʃləɹ
bachelor's	bæt͡ʃʌləɹz
bachelor's(1)	bæt͡ʃləɹz
bachelors	bæt͡ʃləɹz
bacher	bɑkəɹ
bachera	bɑkəɹʌ
bachert	bæt͡ʃəɹt
bachler	bækləɹ
bachman	bɑkmʌn
bachmann	bɑkmʌn
bachmeier	bɑkmaɪəɹ
bachner	bɑknəɹ
bachrach	bɑkɹʌk
bachtel	bæktʌl
bachtell	bæktʌl
bachus	bæt͡ʃʌs
bacigalupi	bɑt͡ʃiɡɑlupi
bacigalupo	bɑt͡ʃiɡɑlupoʊ
bacik	bɑt͡ʃɪk
bacillus	bʌsɪlʌs
bacino	bɑt͡ʃinoʊ
back	bæk
back-up	bækʌp
backache	bækeɪk
backaches	bækeɪks
backbite	bækbaɪt
backbiting	bækbaɪtɪŋ
backboard	bækbɔɹd
backboards	bækbɔɹdz
backbone	bækboʊn
backbones	bækboʊnz
backbreaking	bækbɹeɪkɪŋ
backdate	bækdeɪt
backdated	bækdeɪtɪd
backdates	bækdeɪts
backdating	bækdeɪtɪŋ
backdoor	bækdɔɹ
backdoors	bækdɔɹz
backdrop	bækdɹɑp
backdrops	bækdɹɑps
backe	bæk
backed	bækt
backend	bækɛnd
backends	bækɛndz
backer	bækəɹ
backer's	bækəɹz
backers	bækəɹz
backes	bæks
backfield	bækfild
backfields	bækfildz
backfire	bækfaɪɹ
backfired	bækfaɪəɹd
backfires	bækfaɪəɹz
backfiring	bækfaɪəɹɪŋ
backgammon	bækɡæmʌn
background	bækɡɹaʊnd
backgrounds	bækɡɹaʊndz
backhand	bækhænd
backhanded	bækhændʌd
backhanded(1)	bækhændɪd
backhaus	bækhaʊs
backhoe	bækhoʊ
backhoes	bækhoʊz
backing	bækɪŋ
backlash	bæklæʃ
backlashes	bæklæʃʌz
backless	bæklʌs
backlight	bæklaɪt
backlights	bæklaɪts
backlist	bæklɪst
backlisted	bæklɪstʌd
backlog	bæklɑɡ
backlog(1)	bæklɔɡ
backlogged	bæklɑɡd
backlogs	bæklɔɡz
backlund	bæklʌnd
backman	bækmʌn
backpack	bækpæk
backpacker	bækpækəɹ
backpacking	bækpækɪŋ
backpacks	bækpæks
backpedal	bækpɛdʌl
backpedaled	bækpɛdʌld
backpedaling	bækpɛdʌlɪŋ
backpedaling(1)	bækpɛdlɪŋ
backpedals	bækpɛdʌlz
backrest	bækɹɛst
backrests	bækɹɛsts
backroom	bækɹum
backrooms	bækɹumz
backs	bæks
backsaw	bæksɑ
backsaw(1)	bæksɔ
backsaws	bæksɑz
backsaws(1)	bæksɔz
backseat	bæksit
backseats	bæksits
backset	bæksɛt
backside	bæksaɪd
backsides	bæksaɪdz
backslap	bækslæp
backslapping	bækslæpɪŋ
backslash	bækslæʃ
backslashes	bækslæʃʌz
backslide	bækslaɪd
backsliding	bækslaɪdɪŋ
backspin	bækspɪn
backstage	bæksteɪd͡ʒ
backstairs	bækstɛɹz
backstitch	bækstɪt͡ʃ
backstitches	bækstɪt͡ʃʌz
backstop	bækstɑp
backstroke	bækstɹoʊk
backstrom	bækstɹʌm
backtrack	bæktɹæk
backtracked	bæktɹækt
backtracking	bæktɹækɪŋ
backtracks	bæktɹæks
backup	bækʌp
backups	bækʌps
backus	bækʌs
backward	bækwəɹd
backwardation	bækwəɹdeɪʃʌn
backwardness	bækwəɹdnʌs
backwards	bækwəɹdz
backwash	bækwɑʃ
backwater	bækwɔtəɹ
backwaters	bækwɔtəɹz
backwoods	bækwʊdz
backwoodsman	bækwʊdzmʌn
backyard	bækjɑɹd
backyards	bækjɑɹdz
bacon	beɪkʌn
bacon's	beɪkʌnz
bacorn	bækəɹn
bacot	bækʌt
bacot(1)	beɪkæt
bacote	bʌkoʊt
bacteria	bæktɪɹiʌ
bacteria's	bæktɪɹiʌz
bacterial	bæktɪɹiʌl
bacteriology	bæktɪɹiɑlʌd͡ʒi
bacterium	bæktɪɹiʌm
bacus	bækɪs
bad	bæd
bada	bɑdʌ
badal	beɪdʌl
badalamenti	bɑdɑlɑmɛnti
badami	bɑdɑmi
badass	bædæs
badavatz	bædʌvæts
badders	bædəɹz
bade	beɪd
badeah	bʌdiʌ
badeau	bʌdoʊ
badeaux	bʌdoʊ
badelain	bædʌleɪn
baden	beɪdʌn
baden's	bɑdʌnz
bader	bædəɹ
bader(1)	beɪdəɹ
badertscher	bædəɹt͡ʃəɹ
badge	bæd͡ʒ
badger	bæd͡ʒəɹ
badger's	bæd͡ʒəɹz
badgered	bæd͡ʒəɹd
badgering	bæd͡ʒəɹɪŋ
badgers	bæd͡ʒəɹz
badges	bæd͡ʒɪz
badgett	bæd͡ʒɪt
badgley	bæd͡ʒli
badia	bɑdiʌ
badillo	bʌdɪloʊ
badland	bædlænd
badlands	bædlændz
badley	bædli
badly	bædli
badman	bædmʌn
badminton	bædmɪntʌn
badmintons	bædmɪntʌnz
badness	bædnʌs
badolato	bɑdoʊlɑtoʊ
badour	bʌdʊɹ
badu	bʌdu
badura	bɑdʊɹʌ
bady	beɪdi
bae	baɪ
baechle	bɛkʌl
baecker	bɛkəɹ
baedeker	beɪdʌkəɹ
baedeker's	beɪdʌkəɹz
baehr	biɹ
baehr(1)	bɛɹ
baek	bik
baek(1)	bɛk
baer	bɛɹ
baerwald	bɛɹwɔld
baeten	bɛtʌn
baetjer	bɛtd͡ʒəɹ
baetz	bits
baez	baɪɛz
baeza	bizʌ
baffa	bæfʌ
baffle	bæfʌl
baffled	bæfʌld
baffles	bæfʌlz
baffling	bæfʌlɪŋ
baffling(1)	bæflɪŋ
bafokeng	bæfoʊkɛŋ
bag	bæɡ
bagan	beɪɡʌn
bagby	bæɡbi
bagdad	bæɡdæd
bagdasarian	bæɡdʌsɛɹiʌn
bagdikian	bæɡdɪkiʌn
bagdon	bæɡdʌn
bagdonas	bæɡdʌnʌz
bagel	beɪɡʌl
bageland	beɪɡʌlænd
bagels	beɪɡʌlz
bagent	beɪd͡ʒʌnt
bagful	bæɡfʊl
bagg	bæɡ
baggage	bæɡʌd͡ʒ
baggage(1)	bæɡɪd͡ʒ
bagge	bæɡ
bagged	bæɡd
baggerly	bæɡəɹli
baggett	bæɡɪt
baggie	bæɡi
bagginess	bæɡinʌs
bagging	bæɡɪŋ
baggio	bɑd͡ʒioʊ
baggio's	bɑd͡ʒioʊz
baggott	bæɡʌt
baggs	bæɡz
baggy	bæɡi
baghdad	bæɡdæd
baghdad's	bæɡdædz
baghli	bæɡli
baginski	bʌɡɪnski
bagley	bæɡli
baglio	bæɡlioʊ
bagman	bæɡmʌn
bagnall	bæɡnʌl
bagnato	bɑɡnɑtoʊ
bagnell	bæɡnʌl
bagpipe	bæɡpaɪp
bagpiper	bæɡpaɪpəɹ
bagpipes	bæɡpaɪps
bags	bæɡz
bagsby	bæɡzbi
bagshaw	bæɡʃɔ
baguette	bæɡɛt
bagwell	bæɡwɛl
bah	bɑ
baha'is	bɑhɑɪz
baham	bɑʌm
bahama	bʌhɑmʌ
bahamas	bʌhɑmʌz
bahamian	bʌheɪmiʌn
bahan	bæhʌn
bahe	beɪh
bahena	bæhɪnʌ
bahia	bɑhiʌ
bahir	bʌhɪɹ
bahl	bɑl
bahler	bɑləɹ
bahls	bɑlz
bahm	bæm
bahman	bɑmʌn
bahn	bæn
bahner	bɑnəɹ
bahnsen	bɑnsʌn
bahr	bɛɹ
bahr(1)	bɑɹ
bahrain	bɑɹeɪn
bahrain(1)	baɪɹeɪn
bahrain's	bɑɹeɪnz
bahrain's(1)	baɪɹeɪnz
bahraini	bəɹeɪni
bahraini(1)	baɪɹɑni
bahraini(2)	bɑɹeɪni
bahrainian	bəɹeɪniʌn
bahrainian(1)	baɪɹɑniʌn
bahrainian(2)	bɑɹeɪniʌn
bahrainis	bəɹeɪniz
bahre	bɑɹ
bahrenburg	bɑɹʌnbəɹɡ
baht	bɑt
baidoa	baɪdoʊʌ
baidoa's	baɪdoʊʌz
baidoan	baɪdoʊʌn
baidoan's	baɪdoʊʌnz
baidoans	baɪdoʊʌnz
baidoas	baɪdoʊʌz
baie	baɪi
baier	beɪəɹ
baig	beɪɡ
baikonur	baɪkʌnɔɹ
bail	beɪl
baila	baɪlʌ
bailard	beɪləɹd
bailby	beɪlbi
baile	beɪl
bailed	beɪld
bailer	beɪləɹ
bailes	beɪlz
bailey	beɪli
bailey's	beɪliz
baileys	beɪliz
bailie	beɪli
bailiff	beɪlʌf
bailiff(1)	beɪlɪf
bailiffs	beɪlʌfs
bailin	beɪlɪn
bailing	beɪlɪŋ
bailiwick	beɪlɪwɪk
baillargeon	bʌlɑɹd͡ʒɪn
baillie	beɪli
bailly	beɪli
bailon	beɪlʌn
bailor	beɪləɹ
bailout	beɪlaʊt
bailouts	beɪlaʊts
bails	beɪlz
baily	beɪli
bailyn	beɪlɪn
baim	beɪm
bain	beɪn
bain's	beɪnz
bainbridge	beɪnbɹɪd͡ʒ
bainbridge's	beɪnbɹɪd͡ʒʌz
baine	beɪn
bainerd	beɪnəɹd
baines	beɪnz
bains	beɪnz
bainter	beɪntəɹ
bainton	beɪntʌn
baio	bɑioʊ
bair	bɛɹ
baird	bɛɹd
baird's	bɛɹdz
bairnco	bɛɹnkoʊ
baisch	baɪʃ
baisden	beɪsdʌn
baise	beɪz
baisley	beɪzli
bait	beɪt
baited	beɪtɪd
baiting	beɪtɪŋ
baits	beɪts
baity	beɪti
baiul	baɪul
baiul's	baɪulz
baize	beɪz
baja	bɑhɑ
bajarin	bæd͡ʒəɹɪn
bajema	bɑjeɪmʌ
bajorek	bæd͡ʒəɹɛk
bak	bæk
baka	bɑkʌ
bakalar	bækʌləɹ
bake	beɪk
bake-off	beɪkɔf
bake-offs	beɪkɔfs
baked	beɪkt
bakelman	beɪkʌlmʌn
bakeman	beɪkmʌn
baker	beɪkəɹ
baker's	beɪkəɹz
bakeries	beɪkəɹiz
bakers	beɪkəɹz
bakersfield	beɪkəɹzfild
bakery	beɪkəɹi
bakes	beɪks
bakeware	beɪkwɛɹ
bakewell	beɪkwɛl
bakey	beɪki
bakey's	beɪkiz
baking	beɪkɪŋ
bakke	bæk
bakken	bækʌn
bakker	bækəɹ
bakker(1)	beɪkəɹ
bakker's	bækəɹz
bakker's(1)	beɪkəɹz
bakkers	bækəɹz
bakkers(1)	beɪkəɹz
bakley	bækli
bakos	bɑkoʊz
bakowski	bʌkɔfski
bakrewali	bækɹʌwɑli
bakrie	bækɹaɪ
bakshi	bækʃi
bakst	bækst
baku	bɑku
bakula	bʌkulʌ
bal	bæl
bala	bɑlʌ
balaban	bɑlɑbɑn
balaguer	bælʌɡəɹ
balakumar	bɑlʌkumɑɹ
balan	beɪlʌn
balance	bælʌns
balanced	bælʌnst
balancer	bælʌnsəɹ
balances	bælʌnsʌz
balances(1)	bælʌnsɪz
balanchine	bælʌnt͡ʃin
balanchine's	bælʌnt͡ʃinz
balancing	bælʌnsɪŋ
balart	bælɑɹt
balas	bælʌs
balash	bælʌʃ
balata	bælʌtʌ
balazs	bɔlʌʃ
balbach	bælbɑk
balbi	bælbi
balbina	bɑlbinʌ
balbo	bælboʊ
balboa	bɑlboʊʌ
balboni	bɑlboʊni
balbriggan	bælbɹɪɡʌn
balbriggans	bælbɹɪɡʌnz
balcer	beɪlsəɹ
balcerowicz	bælsɛɹʌwɪts
balcerzak	bʌlt͡ʃəɹzʌk
balch	bælt͡ʃ
balchunas	bælkunʌz
balcom	bælkʌm
balconies	bælkʌniz
balcony	bælkʌni
balcor	bælkɔɹ
bald	bɔld
baldassare	bɑldɑsɑɹi
baldassari	bɑldɑsɑɹi
baldassarre	bɔldʌsɑɹi
baldauf	bældaʊf
baldelli	bɑldɛli
baldemar	bɑldeɪmɑɹ
balder	bɔldəɹ
balderas	bældəɹʌz
balderdash	bɔldəɹdæʃ
balderrama	bɑldɛɹɑmʌ
balderson	bældəɹsʌn
balderston	bældəɹstʌn
baldev	bɑldɛv
baldez	bɑldɛz
baldi	bɑldi
balding	bɔldɪŋ
baldinger	bɔldɪŋəɹ
baldini	bɑldini
baldini's	bɑldiniz
baldino	bɑldinoʊ
baldly	bɔldli
baldner	bældnəɹ
baldness	bɔldnʌs
baldo	bɑldoʊ
baldock	bældʌk
baldonado	bɑldoʊnɑdoʊ
baldoni	bɑldoʊni
baldor	bɔldəɹ
baldree	bʌldɹi
baldric	bældɹɪk
baldridge	bældɹɪd͡ʒ
baldrige	bɔldɹɪd͡ʒ
baldry	bɔldɹi
balducci	bɑldut͡ʃi
baldur	bɑldʊɹ
baldus	bɑldɪs
baldwin	bɔldwʌn
baldwin(1)	bɔldwɪn
baldwin's	bɔldwʌnz
baldyga	bɑldiɡʌ
bale	beɪl
baleen	bʌlin
baleful	beɪlfʌl
balentine	bɑlɛntini
baler	beɪləɹ
bales	beɪlz
balestra	bʌlɛstɹʌ
balestrieri	bɑlɛstɹɪɹi
baley	beɪli
balfanz	bɑlfɑnz
balfe	beɪlf
balfour	bælfɔɹ
bali	bɑli
balian	beɪliʌn
balicki	bʌlɪki
balik	bɑlɪk
balilan	bʌlɪlʌn
baliles	bʌlilɛz
balin	bælɪn
balinese	bælɪniz
baling	beɪlɪŋ
balinski	bʌlɪnski
balint	bɑlint
balis	bɑliz
balistreri	bɑlistɹɛɹi
balk	bɔk
balk(1)	bɑlk
balkan	bɔlkʌn
balkanization	bɔlkʌnɪzeɪʃʌn
balkanize	bɔlkʌnaɪz
balkanized	bɔlkʌnaɪzd
balkans	bɔlkʌnz
balkcom	bælkʌm
balke	beɪlk
balked	bɔkt
balkin	bælkɪn
balking	bɔkɪŋ
balko	bælkoʊ
balks	bɔks
balky	bɔki
ball	bɔl
ball's	bɔlz
balla	bælʌ
ballad	bælʌd
ballade	bʌlɑd
ballads	bælʌdz
balladur	bælʌdəɹ
balladur's	bælʌdəɹz
ballance	bɑlʌns
ballantine	bælʌntaɪn
ballantrae	bælʌntɹeɪ
ballantyne	bʌlæntaɪn
ballard	bæləɹd
ballard's	bæləɹdz
ballas	bælʌz
ballast	bælʌst
ballasts	bælʌsts
ballasts(1)	bælʌs
ballclub	bɔlklʌb
ballcock	bɔlkɑk
ballcocks	bɔlkɑks
balle	beɪl
balled	bɔld
ballengee	bʌlɛŋɡi
ballenger	bælɪnd͡ʒəɹ
ballentine	bɑlɛntini
baller	bɔləɹ
ballerina	bæləɹinʌ
ballerinas	bæləɹinʌz
balles	beɪlz
ballester	bælɪstəɹ
ballesteros	bælɪstəɹoʊz
ballesteros(1)	bʌlɛstəɹoʊs
ballet	bæleɪ
ballet's	bæleɪz
ballets	bæleɪz
balletto	bælɛtoʊ
ballew	bælu
ballgame	bɔlɡeɪm
balli	bæli
balliet	bæliɪt
balliett	bælit
ballin	bælɪn
balling	bɔlɪŋ
ballinger	bɔlɪnd͡ʒəɹ
ballistic	bʌlɪstɪk
ballistics	bʌlɪstɪks
balliwick	bælʌwɪk
ballman	bɔlmʌn
ballmer	bælməɹ
ballo	bæloʊ
ballon	bælʌn
balloon	bʌlun
ballooned	bʌlund
ballooning	bʌlunɪŋ
balloonist	bʌlunɪst
balloonists	bʌlunɪsts
balloons	bʌlunz
ballor	bɔləɹ
ballot	bælʌt
balloting	bælʌtɪŋ
ballots	bælʌts
ballou	bʌlu
ballow	bæloʊ
ballowe	bælaʊ
ballpark	bɔlpɑɹk
ballparks	bɔlpɑɹks
ballplayer	bɔlpleɪəɹ
ballplayers	bɔlpleɪəɹz
ballpoint	bɔlpɔɪnt
ballpoints	bɔlpɔɪnts
ballroom	bɔlɹum
ballrooms	bɔlɹumz
balls	bɔlz
ballweg	bælwɪɡ
ballwig	bɑlwɪɡ
ballwig's	bɑlwɪɡz
bally	bæli
bally(1)	beɪli
bally's	bæliz
bally's(1)	beɪliz
ballyhoo	bælihu
ballyhooed	bælihud
balm	bɑm
balm(1)	bɑlm
balmer	bɑməɹ
balmes	bɑlmɛs
balmoral	bælmɔɹʌl
balmorals	bælmɔɹʌlz
balms	bɑmz
balms(1)	bɑlmz
balmy	bɑmi
balodia	bʌloʊdiʌ
balog	bælɔɡ
baloga	bɑloʊɡʌ
balogh	bæloʊ
balon	bɑlɔn
baloney	bʌloʊni
balow	bæloʊ
balsa	bɔlsʌ
balsam	bɔlsʌm
balsamo	bɑlsɑmoʊ
balsbaugh	bɔlzbɔ
balser	beɪlsəɹ
balsiger	bælsɪɡəɹ
balsley	bælsli
balster	bælstəɹ
balt's	bɔlts
baltazar	bɑltɑzɑɹ
balter	bɔltəɹ
baltes	beɪlts
balthasar	bælθʌsəɹ
balthaser	bælθʌsəɹ
balthazar	bælθʌzəɹ
balthazor	bɑlθɑzɔɹ
balthrop	bælθɹʌp
baltic	bɔltɪk
baltica	bæltɪkʌ
baltics	bɔltɪks
baltierra	bɑltɪɹʌ
baltimore	bɔltʌmɔɹ
baltimore's	bɔltʌmɔɹz
balto	bɑltoʊ
baltodano	bɔltoʊdɑnoʊ
baltsa	bɔltsʌ
baltz	bælts
baltzell	bæltzʌl
baltzer	bæltzəɹ
baluchi	bʌlut͡ʃi
baluja	bʌlud͡ʒʌ
balukas	bʌlukʌz
balyeat	bæliæt
balz	bɔlz
balzano	bɑlzɑnoʊ
balzarini	bɑlzɑɹini
balzer	beɪlzəɹ
bam	bæm
bamako	bæmʌkoʊ
bamba	bæmbʌ
