!exclamation-point       ɛksklʌmeɪʃʌnpɔɪnt        
"close-quote             kloʊzkwoʊt               
achenbaum                ækʌnbaʊm                 
aches                    eɪks                     
acheson                  ætʃʌsʌn                  
acheson's                ætʃʌsʌnz                 
achesons                 ætʃʌsʌnz                 
achey                    ætʃi                     
achieva                  ʌtʃivʌ                   
achievable               ʌtʃivʌbʌl                
achieve                  ʌtʃiv                    
achieved                 ʌtʃivd                   
achievement              ʌtʃivmʌnt                
achievements             ʌtʃivmʌnts               
achiever                 ʌtʃivɹ̩                  
achievers                ʌtʃivɹ̩z                 
achieves                 ʌtʃivz                   
achieving                ʌtʃivɪŋ                  
achille                  ʌkɪli                    
achilles                 ʌkɪliz                   
achilles'                ʌkɪliz                   
aching                   eɪkɪŋ                    
achingly                 eɪkɪŋli                  
achmed                   ɑhmɛd                    
achoa                    ʌtʃoʊʌ                   
achoa's                  ʌtʃoʊʌz                  
achoo                    ɑtʃu                     
achor                    eɪkɹ̩                    
achord                   ækɔɹd                    
achorn                   ækɹ̩n                    
achtenberg               æktɛnbɹ̩ɡ                
achterberg               æktɹ̩bɹ̩ɡ                
achy                     eɪki                     
acid                     æsʌd                     
acidic                   ʌsɪdɪk                   
acidification            ʌsɪdʌfʌkeɪʃʌn            
acidified                ʌsɪdʌfaɪd                
acidifies                ʌsɪdʌfaɪz                
acidify                  ʌsɪdʌfaɪ                 
acidity                  ʌsɪdʌti                  
acidly                   æsʌdli                   
acidosis                 æsʌdoʊsʌs                
acids                    æsʌdz                    
aciduria                 æsʌdʊɹiʌ                 
acierno                  ɑsɪɹnoʊ                  
ack                      æk                       
acker                    ækɹ̩                     
acker's                  ækɹ̩z                    
ackerley                 ækɹ̩li                   
ackerly                  ækɹ̩li                   
ackerman                 ækɹ̩mʌn                  
ackermann                ækɹ̩mʌn                  
ackermanville            ækɹ̩mʌnvɪl               
ackerson                 ækɹ̩sʌn                  
ackert                   ækɹ̩t                    
ackhouse                 ækhaʊs                   
ackland                  æklʌnd                   
ackles                   ækʌlz                    
ackley                   ækli                     
acklin                   æklɪn                    
ackman                   ækmʌn                    
acknowledge              æknɑlɪdʒ                 
acknowledgeable          æknɑlɪdʒʌbʌl             
acknowledged             æknɑlɪdʒd                
acknowledgement          æknɑlɪdʒmʌnt             
acknowledgements         æknɑlɪdʒmʌnts            
acknowledges             æknɑlɪdʒɪz               
acknowledging            æknɑlɪdʒɪŋ               
acknowledgment           æknɑlɪdʒmʌnt             
ackroyd                  ækɹɔɪd                   
ackroyd's                ækɹɔɪdz                  
acmat                    ækmæt                    
acmat's                  ækmæts                   
acme                     ækmi                     
acme's                   ækmiz                    
acne                     ækni                     
acocella                 ɑkoʊtʃɛlʌ                
acoff                    ækɔf                     
